Piece	i	Task	Start	Finish	Duration	Resource	Duration_%	Description	Duration_normalized
K330-2 (F)	9	bIII	26.0	27.0	1.0	applied	1.39	Duration: 1.0<br>In local context: III	12.3
K330-2 (F)	10	bIII	27.0	29.7	2.7	local	3.74	Duration: 2.7	38.5
K330-2 (F)	11	bVII	29.7	30.0	0.3	applied	0.42	Duration: 0.3<br>In local context: V	1.5
K330-2 (F)	12	bIII	30.0	30.5	0.5	local	0.69	Duration: 0.5	4.6
K330-2 (F)	13	i	30.5	30.7	0.2	applied	0.28	Duration: 0.2<br>In local context: vi	0.0
K330-2 (F)	14	i	30.7	33.3	2.6	local	3.61	Duration: 2.6	36.9
K330-2 (F)	15	V	33.3	33.5	0.2	applied	0.28	Duration: 0.2<br>In local context: V	0.0
K330-2 (F)	16	i	33.5	34.3	0.8	local	1.11	Duration: 0.8	9.2
K330-2 (F)	17	iv	34.3	35.0	0.7	applied	0.97	Duration: 0.7<br>In local context: iv	7.7
K330-2 (F)	18	i	35.0	41.0	6.0	local	8.32	Duration: 6.0	89.2
K330-2 (F)	19	I	41.0	43.7	2.7	local	3.74	Duration: 2.7	38.5
K330-2 (F)	20	V	43.7	44.0	0.3	applied	0.42	Duration: 0.3<br>In local context: V	1.5
K330-2 (F)	21	I	44.0	45.0	1.0	local	1.39	Duration: 1.0	12.3
K330-2 (F)	22	V	45.0	49.0	4.0	local	5.55	Duration: 4.0	58.5
K330-2 (F)	23	ii	49.0	50.5	1.5	local	2.08	Duration: 1.5	20.0
K330-2 (F)	24	I	50.5	55.0	4.5	local	6.24	Duration: 4.5	66.2
K330-2 (F)	25	IV	55.0	56.0	1.0	applied	1.39	Duration: 1.0<br>In local context: IV	12.3
K330-2 (F)	26	I	56.0	62.7	6.7	local	9.29	Duration: 6.7	100.0
K330-2 (F)	27	V	62.7	63.0	0.3	applied	0.42	Duration: 0.3<br>In local context: V	1.5
K330-2 (F)	28	I	63.0	65.0	2.0	local	2.77	Duration: 2.0	27.7
K330-2 (F)	29	V	4.0	5.7	1.7	tonic of adjacent applied chord(s)	2.36	Duration: 1.7<br>Local harmony: V(64)	23.1
K330-2 (F)	30	IV	16.0	17.0	1.0	tonic of adjacent applied chord(s)	1.39	Duration: 1.0<br>Local harmony: IV(#2)	12.3
K330-2 (F)	31	bVII	30.0	30.5	0.5	tonic of adjacent applied chord(s)	0.69	Duration: 0.5<br>Local harmony: V(6)	4.6
K330-2 (F)	32	V	33.5	33.7	0.2	tonic of adjacent applied chord(s)	0.28	Duration: 0.2<br>Local harmony: V	0.0
K330-2 (F)	33	V	44.0	45.7	1.7	tonic of adjacent applied chord(s)	2.36	Duration: 1.7<br>Local harmony: V(64)	23.1
K330-2 (F)	34	IV	56.0	57.0	1.0	tonic of adjacent applied chord(s)	1.39	Duration: 1.0<br>Local harmony: IV(#2)	12.3
K330-2 (F)	35	V	63.0	64.0	1.0	tonic of adjacent applied chord(s)	1.39	Duration: 1.0<br>Local harmony: V(64)	12.3
K330-3 (C)	0	I	1.0	31.0	30.0	local	15.64	Duration: 30.0	71.3
K330-3 (C)	1	V	31.0	31.5	0.5	applied	0.26	Duration: 0.5<br>In local context: V	0.7
K330-3 (C)	2	I	31.5	32.0	0.5	local	0.26	Duration: 0.5	0.7
K330-3 (C)	3	V	32.0	48.5	16.5	local	8.6	Duration: 16.5	39.0
K330-3 (C)	4	II	48.5	48.8	0.3	applied	0.16	Duration: 0.3<br>In local context: V	0.2
K330-3 (C)	5	V	48.8	50.5	1.7	local	0.89	Duration: 1.7	3.6
K330-3 (C)	6	II	50.5	50.8	0.3	applied	0.16	Duration: 0.3<br>In local context: V	0.2
K330-3 (C)	7	V	50.8	52.0	1.2	local	0.63	Duration: 1.2	2.4
K330-3 (C)	8	I	52.0	53.0	1.0	applied	0.52	Duration: 1.0<br>In local context: IV	1.9
K330-3 (C)	9	V	53.0	54.0	1.0	local	0.52	Duration: 1.0	1.9
K330-3 (C)	10	II	54.0	54.5	0.5	applied	0.26	Duration: 0.5<br>In local context: V	0.7
K330-3 (C)	11	V	54.5	56.0	1.5	local	0.78	Duration: 1.5	3.1
K330-3 (C)	12	I	56.0	57.0	1.0	applied	0.52	Duration: 1.0<br>In local context: IV	1.9
K330-3 (C)	13	V	57.0	58.0	1.0	local	0.52	Duration: 1.0	1.9
K330-3 (C)	14	II	58.0	59.0	1.0	applied	0.52	Duration: 1.0<br>In local context: V	1.9
K330-3 (C)	15	V	59.0	73.8	14.8	local	7.72	Duration: 14.8	34.9
K330-3 (C)	16	vi	73.8	74.0	0.2	applied	0.1	Duration: 0.2<br>In local context: ii	0.0
K330-3 (C)	17	V	74.0	74.5	0.5	local	0.26	Duration: 0.5	0.7
K330-3 (C)	18	II	74.5	75.0	0.5	applied	0.26	Duration: 0.5<br>In local context: V	0.7
K330-3 (C)	19	V	75.0	77.8	2.8	local	1.46	Duration: 2.8	6.2
K330-3 (C)	20	vi	77.8	78.0	0.2	applied	0.1	Duration: 0.2<br>In local context: ii	0.0
K330-3 (C)	21	V	78.0	82.0	4.0	local	2.09	Duration: 4.0	9.1
K330-3 (C)	22	I	82.0	124.0	42.0	local	21.9	Duration: 42.0	100.0
K330-3 (C)	23	IV	124.0	125.0	1.0	applied	0.52	Duration: 1.0<br>In local context: IV	1.9
K330-3 (C)	24	I	125.0	126.0	1.0	local	0.52	Duration: 1.0	1.9
K330-3 (C)	25	ii	126.0	127.0	1.0	applied	0.52	Duration: 1.0<br>In local context: ii	1.9
K330-3 (C)	26	V	127.0	128.0	1.0	applied	0.52	Duration: 1.0<br>In local context: V	1.9
K330-3 (C)	27	I	128.0	130.5	2.5	local	1.3	Duration: 2.5	5.5
K330-3 (C)	28	V	130.5	131.0	0.5	applied	0.26	Duration: 0.5<br>In local context: V	0.7
K330-3 (C)	29	I	131.0	139.5	8.5	local	4.43	Duration: 8.5	19.9
K330-3 (C)	30	IV	139.5	140.0	0.5	applied	0.26	Duration: 0.5<br>In local context: IV	0.7
K330-3 (C)	31	I	140.0	143.5	3.5	local	1.82	Duration: 3.5	7.9
K330-3 (C)	32	IV	143.5	144.0	0.5	applied	0.26	Duration: 0.5<br>In local context: IV	0.7
K330-3 (C)	33	I	144.0	147.5	3.5	local	1.82	Duration: 3.5	7.9
K330-3 (C)	34	V	147.5	147.8	0.3	applied	0.16	Duration: 0.3<br>In local context: V	0.2
K330-3 (C)	35	I	147.8	149.5	1.7	local	0.89	Duration: 1.7	3.6
K330-3 (C)	36	V	149.5	149.8	0.3	applied	0.16	Duration: 0.3<br>In local context: V	0.2
K330-3 (C)	37	I	149.8	151.0	1.2	local	0.63	Duration: 1.2	2.4
K330-3 (C)	38	IV	151.0	152.0	1.0	applied	0.52	Duration: 1.0<br>In local context: IV	1.9
K330-3 (C)	39	I	152.0	153.0	1.0	local	0.52	Duration: 1.0	1.9
K330-3 (C)	40	V	153.0	153.5	0.5	applied	0.26	Duration: 0.5<br>In local context: V	0.7
K330-3 (C)	41	I	153.5	155.0	1.5	local	0.78	Duration: 1.5	3.1
K330-3 (C)	42	IV	155.0	156.0	1.0	applied	0.52	Duration: 1.0<br>In local context: IV	1.9
K330-3 (C)	43	I	156.0	157.0	1.0	local	0.52	Duration: 1.0	1.9
K330-3 (C)	44	V	157.0	158.0	1.0	applied	0.52	Duration: 1.0<br>In local context: V	1.9
K330-3 (C)	45	I	158.0	168.8	10.8	local	5.63	Duration: 10.8	25.4
K330-3 (C)	46	vi	168.8	169.0	0.2	applied	0.1	Duration: 0.2<br>In local context: vi	0.0
K330-3 (C)	47	I	169.0	172.0	3.0	local	1.56	Duration: 3.0	6.7
K330-3 (C)	48	V	30.0	31.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: V6	1.9
K330-3 (C)	49	V	31.5	33.0	1.5	tonic of adjacent applied chord(s)	0.78	Duration: 1.5<br>Local harmony: V	3.1
K330-3 (C)	50	II	48.0	48.5	0.5	tonic of adjacent applied chord(s)	0.26	Duration: 0.5<br>Local harmony: V	0.7
K330-3 (C)	51	II	48.8	49.0	0.2	tonic of adjacent applied chord(s)	0.1	Duration: 0.2<br>Local harmony: V65	0.0
K330-3 (C)	52	II	50.0	50.5	0.5	tonic of adjacent applied chord(s)	0.26	Duration: 0.5<br>Local harmony: V	0.7
K330-3 (C)	53	II	50.8	51.0	0.2	tonic of adjacent applied chord(s)	0.1	Duration: 0.2<br>Local harmony: V65	0.0
K330-3 (C)	54	I	53.0	54.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: IV	1.9
K330-3 (C)	55	II	54.5	55.0	0.5	tonic of adjacent applied chord(s)	0.26	Duration: 0.5<br>Local harmony: V(64)	0.7
K330-3 (C)	56	I	57.0	58.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: IV	1.9
K330-3 (C)	57	II	59.0	61.0	2.0	tonic of adjacent applied chord(s)	1.04	Duration: 2.0<br>Local harmony: V(64)	4.3
K330-3 (C)	58	vi	74.0	74.5	0.5	tonic of adjacent applied chord(s)	0.26	Duration: 0.5<br>Local harmony: ii6	0.7
K330-3 (C)	59	II	75.0	76.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: V(64)	1.9
K330-3 (C)	60	IV	125.0	126.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: IV	1.9
K330-3 (C)	61	V	128.0	129.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: V65	1.9
K330-3 (C)	62	V	131.0	132.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: V	1.9
K330-3 (C)	63	IV	140.0	140.5	0.5	tonic of adjacent applied chord(s)	0.26	Duration: 0.5<br>Local harmony: IV6	0.7
K330-3 (C)	64	IV	144.0	144.5	0.5	tonic of adjacent applied chord(s)	0.26	Duration: 0.5<br>Local harmony: IV6	0.7
K330-3 (C)	65	V	147.0	147.5	0.5	tonic of adjacent applied chord(s)	0.26	Duration: 0.5<br>Local harmony: V	0.7
K330-3 (C)	66	V	147.8	148.0	0.2	tonic of adjacent applied chord(s)	0.1	Duration: 0.2<br>Local harmony: V65	0.0
K330-3 (C)	67	V	149.0	149.5	0.5	tonic of adjacent applied chord(s)	0.26	Duration: 0.5<br>Local harmony: V	0.7
K330-3 (C)	68	V	149.8	150.0	0.2	tonic of adjacent applied chord(s)	0.1	Duration: 0.2<br>Local harmony: V65	0.0
K330-3 (C)	69	IV	152.0	153.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: IV	1.9
K330-3 (C)	70	V	153.5	154.0	0.5	tonic of adjacent applied chord(s)	0.26	Duration: 0.5<br>Local harmony: V(64)	0.7
K330-3 (C)	71	IV	156.0	157.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: IV	1.9
K330-3 (C)	72	V	158.0	160.0	2.0	tonic of adjacent applied chord(s)	1.04	Duration: 2.0<br>Local harmony: V(64)	4.3
K330-3 (C)	73	vi	169.0	170.0	1.0	tonic of adjacent applied chord(s)	0.52	Duration: 1.0<br>Local harmony: vi(64)	1.9
K331-1 (A)	0	I	1.0	12.2	11.2	local	8.02	Duration: 11.2	31.3
K331-1 (A)	1	V	12.2	12.2	0.0	applied	0.0	Duration: 0.0<br>In local context: V	0.0
K331-1 (A)	2	I	12.2	30.2	18.0	local	12.89	Duration: 18.0	50.3
K331-1 (A)	3	V	30.2	30.2	0.0	applied	0.0	Duration: 0.0<br>In local context: V	0.0
K331-1 (A)	4	I	30.2	48.2	18.0	local	12.89	Duration: 18.0	50.3
K331-1 (A)	5	V	48.2	48.2	0.0	applied	0.0	Duration: 0.0<br>In local context: V	0.0
K331-1 (A)	6	I	48.2	55.0	6.8	local	4.87	Duration: 6.8	19.0
K331-1 (A)	7	i	55.0	63.2	8.2	local	5.87	Duration: 8.2	22.9
K331-1 (A)	8	iv	63.2	63.2	0.0	applied	0.0	Duration: 0.0<br>In local context: iv	0.0
K331-1 (A)	9	i	63.2	66.2	3.0	local	2.15	Duration: 3.0	8.4
K331-1 (A)	10	V	66.2	66.4	0.2	applied	0.14	Duration: 0.2<br>In local context: V	0.6
K331-1 (A)	11	i	66.4	73.0	6.6	local	4.73	Duration: 6.6	18.4
K331-1 (A)	12	I	73.0	84.2	11.2	local	8.02	Duration: 11.2	31.3
K331-1 (A)	13	V	84.2	84.2	0.0	applied	0.0	Duration: 0.0<br>In local context: V	0.0
K331-1 (A)	14	I	84.2	92.2	8.0	local	5.73	Duration: 8.0	22.3
K331-1 (A)	15	ii	92.2	92.3	0.1	applied	0.07	Duration: 0.1<br>In local context: ii	0.3
K331-1 (A)	16	I	92.3	99.2	6.9	local	4.94	Duration: 6.9	19.3
K331-1 (A)	17	IV	99.2	99.2	0.0	applied	0.0	Duration: 0.0<br>In local context: IV	0.0
K331-1 (A)	18	I	99.2	135.0	35.8	local	25.64	Duration: 35.8	100.0
K331-1 (A)	19	V	12.2	13.0	0.8	tonic of adjacent applied chord(s)	0.57	Duration: 0.8<br>Local harmony: V(64)	2.2
K331-1 (A)	20	V	30.2	31.0	0.8	tonic of adjacent applied chord(s)	0.57	Duration: 0.8<br>Local harmony: V(64)	2.2
K331-1 (A)	21	V	48.2	49.0	0.8	tonic of adjacent applied chord(s)	0.57	Duration: 0.8<br>Local harmony: V(64)	2.2
K331-1 (A)	22	iv	63.2	64.2	1.0	tonic of adjacent applied chord(s)	0.72	Duration: 1.0<br>Local harmony: iv	2.8
K331-1 (A)	23	V	66.4	67.0	0.6	tonic of adjacent applied chord(s)	0.43	Duration: 0.6<br>Local harmony: V\\	1.7
K331-1 (A)	24	V	84.2	85.0	0.8	tonic of adjacent applied chord(s)	0.57	Duration: 0.8<br>Local harmony: V(64)	2.2
K331-1 (A)	25	IV	99.2	100.0	0.8	tonic of adjacent applied chord(s)	0.57	Duration: 0.8<br>Local harmony: IV]	2.2
K331-2 (A)	0	I	1.0	4.0	3.0	local	2.65	Duration: 3.0	13.5
K331-2 (A)	1	V	4.0	4.3	0.3	applied	0.27	Duration: 0.3<br>In local context: V	0.5
K331-2 (A)	2	I	4.3	11.0	6.7	local	5.92	Duration: 6.7	31.2
K331-2 (A)	3	V	11.0	20.0	9.0	local	7.95	Duration: 9.0	42.3
K331-2 (A)	4	VI	20.0	20.3	0.3	applied	0.27	Duration: 0.3<br>In local context: V	0.5
K331-2 (A)	5	ii	20.3	24.0	3.7	local	3.27	Duration: 3.7	16.8
K331-2 (A)	6	I	24.0	34.0	10.0	local	8.83	Duration: 10.0	47.1
K331-2 (A)	7	V	34.0	34.3	0.3	applied	0.27	Duration: 0.3<br>In local context: V	0.5
K331-2 (A)	8	I	34.3	38.3	4.0	local	3.53	Duration: 4.0	18.3
K331-2 (A)	9	IV	38.3	39.0	0.7	applied	0.62	Duration: 0.7<br>In local context: IV	2.4
K331-2 (A)	10	I	39.0	49.0	10.0	local	8.83	Duration: 10.0	47.1
K331-2 (A)	11	IV	49.0	55.0	6.0	local	5.3	Duration: 6.0	27.9
K331-2 (A)	12	I	55.0	56.8	1.8	local	1.59	Duration: 1.8	7.7
K331-2 (A)	13	V	56.8	57.0	0.2	applied	0.18	Duration: 0.2<br>In local context: V	0.0
K331-2 (A)	14	I	57.0	64.7	7.7	local	6.8	Duration: 7.7	36.1
K331-2 (A)	15	IV	64.7	65.0	0.3	applied	0.27	Duration: 0.3<br>In local context: IV	0.5
K331-2 (A)	16	v	65.0	73.0	8.0	local	7.07	Duration: 8.0	37.5
K331-2 (A)	17	bIII	73.0	77.0	4.0	local	3.53	Duration: 4.0	18.3
K331-2 (A)	18	bVI	77.0	78.0	1.0	applied	0.88	Duration: 1.0<br>In local context: IV	3.8
K331-2 (A)	19	IV	78.0	79.7	1.7	local	1.5	Duration: 1.7	7.2
K331-2 (A)	20	I	79.7	80.0	0.3	applied	0.27	Duration: 0.3<br>In local context: V	0.5
K331-2 (A)	21	IV	80.0	101.0	21.0	local	18.55	Duration: 21.0	100.0
K331-2 (A)	22	V	4.3	8.0	3.7	tonic of adjacent applied chord(s)	3.27	Duration: 3.7<br>Local harmony: V	16.8
K331-2 (A)	23	VI	20.3	21.0	0.7	tonic of adjacent applied chord(s)	0.62	Duration: 0.7<br>Local harmony: V7	2.4
K331-2 (A)	24	V	34.3	38.3	4.0	tonic of adjacent applied chord(s)	3.53	Duration: 4.0<br>Local harmony: V\\	18.3
K331-2 (A)	25	IV	39.0	40.0	1.0	tonic of adjacent applied chord(s)	0.88	Duration: 1.0<br>Local harmony: IV	3.8
K331-2 (A)	26	V	56.0	56.8	0.8	tonic of adjacent applied chord(s)	0.71	Duration: 0.8<br>Local harmony: V	2.9
K331-2 (A)	27	V	57.0	57.3	0.3	tonic of adjacent applied chord(s)	0.27	Duration: 0.3<br>Local harmony: V	0.5
K331-2 (A)	28	I	79.0	79.7	0.7	tonic of adjacent applied chord(s)	0.62	Duration: 0.7<br>Local harmony: V(b64)	2.4
K331-2 (A)	29	I	78.0	79.0	1.0	tonic of adjacent applied chord(s)	0.88	Duration: 1.0<br>Local harmony: V7	3.8
K331-2 (A)	30	I	80.0	81.0	1.0	tonic of adjacent applied chord(s)	0.88	Duration: 1.0<br>Local harmony: V	3.8
K331-3 (a)	0	i	0.0	5.0	5.0	local	3.79	Duration: 5.0	15.6
K331-3 (a)	1	v	5.0	9.0	4.0	local	3.03	Duration: 4.0	12.3
K331-3 (a)	2	i	9.0	10.0	1.0	local	0.76	Duration: 1.0	2.6
K331-3 (a)	3	III	10.0	11.0	1.0	applied	0.76	Duration: 1.0<br>In local context: III	2.6
K331-3 (a)	4	i	11.0	12.0	1.0	local	0.76	Duration: 1.0	2.6
K331-3 (a)	5	III	12.0	13.0	1.0	applied	0.76	Duration: 1.0<br>In local context: III	2.6
K331-3 (a)	6	i	13.0	25.0	12.0	local	9.09	Duration: 12.0	38.3
K331-3 (a)	7	I	25.0	27.5	2.5	local	1.89	Duration: 2.5	7.5
K331-3 (a)	8	V	27.5	28.0	0.5	applied	0.38	Duration: 0.5<br>In local context: V	1.0
K331-3 (a)	9	I	28.0	33.0	5.0	local	3.79	Duration: 5.0	15.6
K331-3 (a)	10	vi	33.0	37.0	4.0	local	3.03	Duration: 4.0	12.3
K331-3 (a)	11	#iii	37.0	41.0	4.0	local	3.03	Duration: 4.0	12.3
K331-3 (a)	12	I	41.0	50.0	9.0	local	6.82	Duration: 9.0	28.6
K331-3 (a)	13	#vi	50.0	51.0	1.0	applied	0.76	Duration: 1.0<br>In local context: vi	2.6
K331-3 (a)	14	#vi	51.0	52.8	1.8	local	1.36	Duration: 1.8	5.2
K331-3 (a)	15	ii	52.8	53.0	0.2	applied	0.15	Duration: 0.2<br>In local context: iv	0.0
K331-3 (a)	16	#vi	53.0	57.0	4.0	local	3.03	Duration: 4.0	12.3
K331-3 (a)	17	I	57.0	59.5	2.5	local	1.89	Duration: 2.5	7.5
K331-3 (a)	18	V	59.5	60.0	0.5	applied	0.38	Duration: 0.5<br>In local context: V	1.0
K331-3 (a)	19	I	60.0	65.0	5.0	local	3.79	Duration: 5.0	15.6
K331-3 (a)	20	i	65.0	69.0	4.0	local	3.03	Duration: 4.0	12.3
K331-3 (a)	21	v	69.0	73.0	4.0	local	3.03	Duration: 4.0	12.3
K331-3 (a)	22	i	73.0	74.0	1.0	local	0.76	Duration: 1.0	2.6
K331-3 (a)	23	III	74.0	75.0	1.0	applied	0.76	Duration: 1.0<br>In local context: III	2.6
K331-3 (a)	24	i	75.0	76.0	1.0	local	0.76	Duration: 1.0	2.6
K331-3 (a)	25	III	76.0	77.0	1.0	applied	0.76	Duration: 1.0<br>In local context: III	2.6
K331-3 (a)	26	i	77.0	89.0	12.0	local	9.09	Duration: 12.0	38.3
K331-3 (a)	27	I	89.0	91.5	2.5	local	1.89	Duration: 2.5	7.5
K331-3 (a)	28	V	91.5	92.0	0.5	applied	0.38	Duration: 0.5<br>In local context: V	1.0
K331-3 (a)	29	I	92.0	123.0	31.0	local	23.48	Duration: 31.0	100.0
K331-3 (a)	30	III	9.5	10.0	0.5	tonic of adjacent applied chord(s)	0.38	Duration: 0.5<br>Local harmony: III6	1.0
K331-3 (a)	31	III	9.0	9.5	0.5	tonic of adjacent applied chord(s)	0.38	Duration: 0.5<br>Local harmony: III	1.0
K331-3 (a)	32	III	11.0	12.0	1.0	tonic of adjacent applied chord(s)	0.76	Duration: 1.0<br>Local harmony: III	2.6
K331-3 (a)	33	V	28.0	29.0	1.0	tonic of adjacent applied chord(s)	0.76	Duration: 1.0<br>Local harmony: V	2.6
K331-3 (a)	34	#vi	49.0	50.0	1.0	tonic of adjacent applied chord(s)	0.76	Duration: 1.0<br>Local harmony: vi	2.6
K331-3 (a)	35	ii	53.0	54.0	1.0	tonic of adjacent applied chord(s)	0.76	Duration: 1.0<br>Local harmony: iv	2.6
K331-3 (a)	36	V	60.0	61.0	1.0	tonic of adjacent applied chord(s)	0.76	Duration: 1.0<br>Local harmony: V	2.6
K331-3 (a)	37	III	73.5	74.0	0.5	tonic of adjacent applied chord(s)	0.38	Duration: 0.5<br>Local harmony: III6	1.0
K331-3 (a)	38	III	73.0	73.5	0.5	tonic of adjacent applied chord(s)	0.38	Duration: 0.5<br>Local harmony: III	1.0
K331-3 (a)	39	III	75.0	76.0	1.0	tonic of adjacent applied chord(s)	0.76	Duration: 1.0<br>Local harmony: III	2.6
K331-3 (a)	40	V	92.0	93.0	1.0	tonic of adjacent applied chord(s)	0.76	Duration: 1.0<br>Local harmony: V	2.6
K332-1 (F)	0	I	1.0	2.0	1.0	local	0.39	Duration: 1.0	2.7
K332-1 (F)	1	IV	2.0	3.0	1.0	applied	0.39	Duration: 1.0<br>In local context: IV	2.7
K332-1 (F)	2	I	3.0	22.7	19.7	local	7.63	Duration: 19.7	67.0
K332-1 (F)	3	vi	22.7	23.0	0.3	applied	0.12	Duration: 0.3<br>In local context: vi	0.3
K332-1 (F)	4	I	23.0	25.0	2.0	local	0.77	Duration: 2.0	6.2
K332-1 (F)	5	vi	25.0	27.0	2.0	applied	0.77	Duration: 2.0<br>In local context: vi	6.2
K332-1 (F)	6	I	27.0	29.0	2.0	local	0.77	Duration: 2.0	6.2
K332-1 (F)	7	v	29.0	31.0	2.0	applied	0.77	Duration: 2.0<br>In local context: v	6.2
K332-1 (F)	8	v	31.0	41.0	10.0	local	3.87	Duration: 10.0	33.7
K332-1 (F)	9	V	41.0	58.0	17.0	local	6.58	Duration: 17.0	57.7
K332-1 (F)	10	v	58.0	62.0	4.0	local	1.55	Duration: 4.0	13.1
K332-1 (F)	11	bVII	62.0	63.0	1.0	applied	0.39	Duration: 1.0<br>In local context: III	2.7
K332-1 (F)	12	v	63.0	66.7	3.7	local	1.43	Duration: 3.7	12.0
K332-1 (F)	13	II	66.7	67.0	0.3	applied	0.12	Duration: 0.3<br>In local context: V	0.3
K332-1 (F)	14	v	67.0	67.8	0.8	local	0.31	Duration: 0.8	2.1
K332-1 (F)	15	II	67.8	68.0	0.2	applied	0.08	Duration: 0.2<br>In local context: V	0.0
K332-1 (F)	16	v	68.0	68.8	0.8	local	0.31	Duration: 0.8	2.1
K332-1 (F)	17	II	68.8	69.0	0.2	applied	0.08	Duration: 0.2<br>In local context: V	0.0
K332-1 (F)	18	v	69.0	71.0	2.0	local	0.77	Duration: 2.0	6.2
K332-1 (F)	19	V	71.0	82.3	11.3	local	4.37	Duration: 11.3	38.1
K332-1 (F)	20	iii	82.3	82.7	0.4	applied	0.15	Duration: 0.4<br>In local context: vi	0.7
K332-1 (F)	21	V	82.7	84.3	1.6	local	0.62	Duration: 1.6	4.8
K332-1 (F)	22	iii	84.3	84.7	0.4	applied	0.15	Duration: 0.4<br>In local context: vi	0.7
K332-1 (F)	23	V	84.7	114.0	29.3	local	11.34	Duration: 29.3	100.0
K332-1 (F)	24	ii	114.0	115.0	1.0	applied	0.39	Duration: 1.0<br>In local context: v	2.7
K332-1 (F)	25	V	115.0	116.0	1.0	local	0.39	Duration: 1.0	2.7
K332-1 (F)	26	ii	116.0	117.0	1.0	applied	0.39	Duration: 1.0<br>In local context: v	2.7
K332-1 (F)	27	V	117.0	118.0	1.0	local	0.39	Duration: 1.0	2.7
K332-1 (F)	28	vi	118.0	119.0	1.0	applied	0.39	Duration: 1.0<br>In local context: ii	2.7
K332-1 (F)	29	V	119.0	120.0	1.0	local	0.39	Duration: 1.0	2.7
K332-1 (F)	30	vi	120.0	121.0	1.0	applied	0.39	Duration: 1.0<br>In local context: ii	2.7
K332-1 (F)	31	vi	121.0	123.8	2.8	local	1.08	Duration: 2.8	8.9
K332-1 (F)	32	III	123.8	124.0	0.2	applied	0.08	Duration: 0.2<br>In local context: V	0.0
K332-1 (F)	33	vi	124.0	124.8	0.8	local	0.31	Duration: 0.8	2.1
K332-1 (F)	34	III	124.8	125.0	0.2	applied	0.08	Duration: 0.2<br>In local context: V	0.0
K332-1 (F)	35	vi	125.0	129.0	4.0	local	1.55	Duration: 4.0	13.1
K332-1 (F)	36	I	129.0	134.0	5.0	local	1.94	Duration: 5.0	16.5
K332-1 (F)	37	IV	134.0	135.0	1.0	applied	0.39	Duration: 1.0<br>In local context: IV	2.7
K332-1 (F)	38	I	135.0	157.0	22.0	local	8.52	Duration: 22.0	74.9
K332-1 (F)	39	vi	157.0	159.0	2.0	applied	0.77	Duration: 2.0<br>In local context: vi	6.2
K332-1 (F)	40	I	159.0	161.0	2.0	local	0.77	Duration: 2.0	6.2
K332-1 (F)	41	v	161.0	163.0	2.0	applied	0.77	Duration: 2.0<br>In local context: v	6.2
K332-1 (F)	42	I	163.0	165.0	2.0	local	0.77	Duration: 2.0	6.2
K332-1 (F)	43	iv	165.0	167.0	2.0	applied	0.77	Duration: 2.0<br>In local context: iv	6.2
K332-1 (F)	44	I	167.0	171.0	4.0	local	1.55	Duration: 4.0	13.1
K332-1 (F)	45	V	171.0	173.0	2.0	applied	0.77	Duration: 2.0<br>In local context: V	6.2
K332-1 (F)	46	I	173.0	194.0	21.0	local	8.13	Duration: 21.0	71.5
K332-1 (F)	47	i	194.0	198.0	4.0	local	1.55	Duration: 4.0	13.1
K332-1 (F)	48	bIII	198.0	199.0	1.0	applied	0.39	Duration: 1.0<br>In local context: III	2.7
K332-1 (F)	49	i	199.0	202.7	3.7	local	1.43	Duration: 3.7	12.0
K332-1 (F)	50	V	202.7	203.0	0.3	applied	0.12	Duration: 0.3<br>In local context: V	0.3
K332-1 (F)	51	i	203.0	203.8	0.8	local	0.31	Duration: 0.8	2.1
K332-1 (F)	52	V	203.8	204.0	0.2	applied	0.08	Duration: 0.2<br>In local context: V	0.0
K332-1 (F)	53	i	204.0	204.8	0.8	local	0.31	Duration: 0.8	2.1
K332-1 (F)	54	V	204.8	205.0	0.2	applied	0.08	Duration: 0.2<br>In local context: V	0.0
K332-1 (F)	55	i	205.0	216.0	11.0	local	4.26	Duration: 11.0	37.1
K332-1 (F)	56	bvi	216.0	216.7	0.7	applied	0.27	Duration: 0.7<br>In local context: vi	1.7
K332-1 (F)	57	i	216.7	218.3	1.6	local	0.62	Duration: 1.6	4.8
K332-1 (F)	58	bvi	218.3	218.7	0.4	applied	0.15	Duration: 0.4<br>In local context: vi	0.7
K332-1 (F)	59	i	218.7	220.3	1.6	local	0.62	Duration: 1.6	4.8
K332-1 (F)	60	bvi	220.3	220.7	0.4	applied	0.15	Duration: 0.4<br>In local context: vi	0.7
K332-1 (F)	61	i	220.7	230.0	9.3	local	3.6	Duration: 9.3	31.3
