Piece	i	Task	Start	Finish	Duration	Resource	Duration_%	Description	Duration_normalized
K311-2 (G)	5	V	15.5	20.0	4.5	local	4.2	Duration: 4.5	24.9
K311-2 (G)	6	iii	20.0	20.5	0.5	applied	0.47	Duration: 0.5<br>In local context: vi	1.7
K311-2 (G)	7	V	20.5	21.0	0.5	local	0.47	Duration: 0.5	1.7
K311-2 (G)	8	II	21.0	22.0	1.0	applied	0.93	Duration: 1.0<br>In local context: V	4.6
K311-2 (G)	9	V	22.0	23.8	1.8	local	1.68	Duration: 1.8	9.2
K311-2 (G)	10	II	23.8	24.0	0.2	applied	0.19	Duration: 0.2<br>In local context: V	0.0
K311-2 (G)	11	V	24.0	29.2	5.2	local	4.86	Duration: 5.2	28.9
K311-2 (G)	12	iii	29.2	29.5	0.3	applied	0.28	Duration: 0.3<br>In local context: vi	0.6
K311-2 (G)	13	V	29.5	30.2	0.7	local	0.65	Duration: 0.7	2.9
K311-2 (G)	14	I	30.2	30.5	0.3	applied	0.28	Duration: 0.3<br>In local context: IV	0.6
K311-2 (G)	15	V	30.5	31.2	0.7	local	0.65	Duration: 0.7	2.9
K311-2 (G)	16	vi	31.2	31.5	0.3	applied	0.28	Duration: 0.3<br>In local context: ii	0.6
K311-2 (G)	17	V	31.5	33.2	1.7	local	1.59	Duration: 1.7	8.7
K311-2 (G)	18	iii	33.2	33.5	0.3	applied	0.28	Duration: 0.3<br>In local context: vi	0.6
K311-2 (G)	19	V	33.5	34.2	0.7	local	0.65	Duration: 0.7	2.9
K311-2 (G)	20	I	34.2	34.5	0.3	applied	0.28	Duration: 0.3<br>In local context: IV	0.6
K311-2 (G)	21	V	34.5	35.2	0.7	local	0.65	Duration: 0.7	2.9
K311-2 (G)	22	vi	35.2	35.5	0.3	applied	0.28	Duration: 0.3<br>In local context: ii	0.6
K311-2 (G)	23	V	35.5	38.5	3.0	local	2.8	Duration: 3.0	16.2
K311-2 (G)	24	I	38.5	56.0	17.5	local	16.34	Duration: 17.5	100.0
K311-2 (G)	25	vi	56.0	56.5	0.5	applied	0.47	Duration: 0.5<br>In local context: vi	1.7
K311-2 (G)	26	I	56.5	57.0	0.5	local	0.47	Duration: 0.5	1.7
K311-2 (G)	27	V	57.0	58.0	1.0	applied	0.93	Duration: 1.0<br>In local context: V	4.6
K311-2 (G)	28	I	58.0	59.8	1.8	local	1.68	Duration: 1.8	9.2
K311-2 (G)	29	V	59.8	60.0	0.2	applied	0.19	Duration: 0.2<br>In local context: V	0.0
K311-2 (G)	30	I	60.0	65.2	5.2	local	4.86	Duration: 5.2	28.9
K311-2 (G)	31	vi	65.2	65.5	0.3	applied	0.28	Duration: 0.3<br>In local context: vi	0.6
K311-2 (G)	32	I	65.5	66.2	0.7	local	0.65	Duration: 0.7	2.9
K311-2 (G)	33	IV	66.2	66.5	0.3	applied	0.28	Duration: 0.3<br>In local context: IV	0.6
K311-2 (G)	34	I	66.5	67.2	0.7	local	0.65	Duration: 0.7	2.9
K311-2 (G)	35	ii	67.2	67.5	0.3	applied	0.28	Duration: 0.3<br>In local context: ii	0.6
K311-2 (G)	36	I	67.5	69.2	1.7	local	1.59	Duration: 1.7	8.7
K311-2 (G)	37	vi	69.2	69.5	0.3	applied	0.28	Duration: 0.3<br>In local context: vi	0.6
K311-2 (G)	38	I	69.5	70.2	0.7	local	0.65	Duration: 0.7	2.9
K311-2 (G)	39	IV	70.2	70.5	0.3	applied	0.28	Duration: 0.3<br>In local context: IV	0.6
K311-2 (G)	40	I	70.5	71.2	0.7	local	0.65	Duration: 0.7	2.9
K311-2 (G)	41	ii	71.2	71.5	0.3	applied	0.28	Duration: 0.3<br>In local context: ii	0.6
K311-2 (G)	42	I	71.5	89.0	17.5	local	16.34	Duration: 17.5	100.0
K311-2 (G)	43	V	89.0	89.5	0.5	applied	0.47	Duration: 0.5<br>In local context: V	1.7
K311-2 (G)	44	I	89.5	94.0	4.5	local	4.2	Duration: 4.5	24.9
K311-2 (G)	45	vi	13.0	13.5	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: vi	1.7
K311-2 (G)	46	II	15.5	17.0	1.5	tonic of adjacent applied chord(s)	1.4	Duration: 1.5<br>Local harmony: V\\	7.5
K311-2 (G)	47	iii	20.5	21.0	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: vi	1.7
K311-2 (G)	48	II	22.0	22.5	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: V2	1.7
K311-2 (G)	49	II	24.0	25.0	1.0	tonic of adjacent applied chord(s)	0.93	Duration: 1.0<br>Local harmony: V[V\\	4.6
K311-2 (G)	50	iii	29.5	30.2	0.7	tonic of adjacent applied chord(s)	0.65	Duration: 0.7<br>Local harmony: vi	2.9
K311-2 (G)	51	I	30.5	31.2	0.7	tonic of adjacent applied chord(s)	0.65	Duration: 0.7<br>Local harmony: IV6	2.9
K311-2 (G)	52	vi	31.5	32.0	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: ii6	1.7
K311-2 (G)	53	iii	33.5	34.2	0.7	tonic of adjacent applied chord(s)	0.65	Duration: 0.7<br>Local harmony: vi6	2.9
K311-2 (G)	54	I	34.5	35.2	0.7	tonic of adjacent applied chord(s)	0.65	Duration: 0.7<br>Local harmony: IV6	2.9
K311-2 (G)	55	vi	35.5	36.0	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: ii6	1.7
K311-2 (G)	56	vi	56.5	57.0	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: vi	1.7
K311-2 (G)	57	V	58.0	58.5	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: V2	1.7
K311-2 (G)	58	V	60.0	61.0	1.0	tonic of adjacent applied chord(s)	0.93	Duration: 1.0<br>Local harmony: V[V\\	4.6
K311-2 (G)	59	vi	65.5	66.2	0.7	tonic of adjacent applied chord(s)	0.65	Duration: 0.7<br>Local harmony: vi6	2.9
K311-2 (G)	60	IV	66.5	67.2	0.7	tonic of adjacent applied chord(s)	0.65	Duration: 0.7<br>Local harmony: IV6	2.9
K311-2 (G)	61	ii	67.5	68.0	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: ii6	1.7
K311-2 (G)	62	vi	69.5	70.2	0.7	tonic of adjacent applied chord(s)	0.65	Duration: 0.7<br>Local harmony: vi6	2.9
K311-2 (G)	63	IV	70.5	71.2	0.7	tonic of adjacent applied chord(s)	0.65	Duration: 0.7<br>Local harmony: IV6	2.9
K311-2 (G)	64	ii	71.5	72.0	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: ii6	1.7
K311-2 (G)	65	V	89.5	90.0	0.5	tonic of adjacent applied chord(s)	0.47	Duration: 0.5<br>Local harmony: V7	1.7
K311-3 (D)	0	I	0.0	1.2	1.2	local	0.4	Duration: 1.2	4.0
K311-3 (D)	1	V	1.2	2.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	2	I	2.0	9.2	7.2	local	2.42	Duration: 7.2	24.0
K311-3 (D)	3	V	9.2	10.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	4	I	10.0	29.0	19.0	local	6.37	Duration: 19.0	63.3
K311-3 (D)	5	V	29.0	45.2	16.2	local	5.43	Duration: 16.2	54.0
K311-3 (D)	6	II	45.2	46.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	7	V	46.0	50.2	4.2	local	1.41	Duration: 4.2	14.0
K311-3 (D)	8	I	50.2	51.0	0.8	applied	0.27	Duration: 0.8<br>In local context: IV	2.7
K311-3 (D)	9	V	51.0	51.2	0.2	local	0.07	Duration: 0.2	0.7
K311-3 (D)	10	vi	51.2	51.2	0.0	applied	0.0	Duration: 0.0<br>In local context: ii	0.0
K311-3 (D)	11	V	51.2	53.2	2.0	local	0.67	Duration: 2.0	6.7
K311-3 (D)	12	II	53.2	54.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	13	V	54.0	54.2	0.2	local	0.07	Duration: 0.2	0.7
K311-3 (D)	14	I	54.2	55.0	0.8	applied	0.27	Duration: 0.8<br>In local context: IV	2.7
K311-3 (D)	15	V	55.0	85.0	30.0	local	10.06	Duration: 30.0	100.0
K311-3 (D)	16	I	85.0	87.2	2.2	local	0.74	Duration: 2.2	7.3
K311-3 (D)	17	V	87.2	88.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	18	I	88.0	95.2	7.2	local	2.42	Duration: 7.2	24.0
K311-3 (D)	19	V	95.2	96.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	20	I	96.0	104.0	8.0	local	2.68	Duration: 8.0	26.7
K311-3 (D)	21	IV	104.0	113.2	9.2	local	3.09	Duration: 9.2	30.7
K311-3 (D)	22	ii	113.2	114.0	0.8	applied	0.27	Duration: 0.8<br>In local context: vi	2.7
K311-3 (D)	23	IV	114.0	114.2	0.2	local	0.07	Duration: 0.2	0.7
K311-3 (D)	24	I	114.2	116.2	2.0	local	0.67	Duration: 2.0	6.7
K311-3 (D)	25	vi	116.2	117.0	0.8	applied	0.27	Duration: 0.8<br>In local context: vi	2.7
K311-3 (D)	26	vi	117.0	129.0	12.0	local	4.03	Duration: 12.0	40.0
K311-3 (D)	27	ii	129.0	129.1	0.1	applied	0.03	Duration: 0.1<br>In local context: iv	0.3
K311-3 (D)	28	vi	129.1	129.4	0.3	local	0.1	Duration: 0.3	1.0
K311-3 (D)	29	I	129.4	130.0	0.6	applied	0.2	Duration: 0.6<br>In local context: III	2.0
K311-3 (D)	30	vi	130.0	134.0	4.0	local	1.34	Duration: 4.0	13.3
K311-3 (D)	31	ii	134.0	134.2	0.2	applied	0.07	Duration: 0.2<br>In local context: iv	0.7
K311-3 (D)	32	vi	134.2	134.2	0.0	local	0.0	Duration: 0.0	0.0
K311-3 (D)	33	I	134.2	134.4	0.2	applied	0.07	Duration: 0.2<br>In local context: III	0.7
K311-3 (D)	34	vi	134.4	136.0	1.6	local	0.54	Duration: 1.6	5.3
K311-3 (D)	35	v	136.0	136.2	0.2	applied	0.07	Duration: 0.2<br>In local context: ii	0.7
K311-3 (D)	36	IV	136.2	144.2	8.0	local	2.68	Duration: 8.0	26.7
K311-3 (D)	37	I	144.2	145.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	38	IV	145.0	152.2	7.2	local	2.42	Duration: 7.2	24.0
K311-3 (D)	39	I	152.2	153.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	40	IV	153.0	157.2	4.2	local	1.41	Duration: 4.2	14.0
K311-3 (D)	41	ii	157.2	158.0	0.8	applied	0.27	Duration: 0.8<br>In local context: vi	2.7
K311-3 (D)	42	IV	158.0	159.2	1.2	local	0.4	Duration: 1.2	4.0
K311-3 (D)	43	ii	159.2	160.0	0.8	applied	0.27	Duration: 0.8<br>In local context: vi	2.7
K311-3 (D)	44	IV	160.0	161.0	1.0	local	0.34	Duration: 1.0	3.3
K311-3 (D)	45	I	161.0	165.2	4.2	local	1.41	Duration: 4.2	14.0
K311-3 (D)	46	V	165.2	165.4	0.2	applied	0.07	Duration: 0.2<br>In local context: V	0.7
K311-3 (D)	47	I	165.4	167.2	1.8	local	0.6	Duration: 1.8	6.0
K311-3 (D)	48	V	167.2	168.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	49	I	168.0	169.0	1.0	local	0.34	Duration: 1.0	3.3
K311-3 (D)	50	V	169.0	170.0	1.0	applied	0.34	Duration: 1.0<br>In local context: V	3.3
K311-3 (D)	51	I	170.0	174.2	4.2	local	1.41	Duration: 4.2	14.0
K311-3 (D)	52	V	174.2	175.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	53	I	175.0	182.2	7.2	local	2.42	Duration: 7.2	24.0
K311-3 (D)	54	V	182.2	183.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	55	I	183.0	191.0	8.0	local	2.68	Duration: 8.0	26.7
K311-3 (D)	56	IV	191.0	192.0	1.0	applied	0.34	Duration: 1.0<br>In local context: IV	3.3
K311-3 (D)	57	I	192.0	195.2	3.2	local	1.07	Duration: 3.2	10.7
K311-3 (D)	58	IV	195.2	197.0	1.8	applied	0.6	Duration: 1.8<br>In local context: IV	6.0
K311-3 (D)	59	I	197.0	198.0	1.0	local	0.34	Duration: 1.0	3.3
K311-3 (D)	60	IV	198.0	199.0	1.0	applied	0.34	Duration: 1.0<br>In local context: IV	3.3
K311-3 (D)	61	I	199.0	200.0	1.0	local	0.34	Duration: 1.0	3.3
K311-3 (D)	62	ii	200.0	201.0	1.0	applied	0.34	Duration: 1.0<br>In local context: ii	3.3
K311-3 (D)	63	I	201.0	210.2	9.2	local	3.09	Duration: 9.2	30.7
K311-3 (D)	64	V	210.2	211.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	65	I	211.0	215.2	4.2	local	1.41	Duration: 4.2	14.0
K311-3 (D)	66	IV	215.2	216.0	0.8	applied	0.27	Duration: 0.8<br>In local context: IV	2.7
K311-3 (D)	67	I	216.0	216.2	0.2	local	0.07	Duration: 0.2	0.7
K311-3 (D)	68	ii	216.2	216.4	0.2	applied	0.07	Duration: 0.2<br>In local context: ii	0.7
K311-3 (D)	69	I	216.4	218.2	1.8	local	0.6	Duration: 1.8	6.0
K311-3 (D)	70	V	218.2	219.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	71	I	219.0	219.2	0.2	local	0.07	Duration: 0.2	0.7
K311-3 (D)	72	IV	219.2	220.0	0.8	applied	0.27	Duration: 0.8<br>In local context: IV	2.7
K311-3 (D)	73	I	220.0	249.2	29.2	local	9.8	Duration: 29.2	97.3
K311-3 (D)	74	V	249.2	250.0	0.8	applied	0.27	Duration: 0.8<br>In local context: V	2.7
K311-3 (D)	75	I	250.0	269.0	19.0	local	6.37	Duration: 19.0	63.3
K311-3 (D)	76	V	2.0	4.0	2.0	tonic of adjacent applied chord(s)	0.67	Duration: 2.0<br>Local harmony: V(64)	6.7
K311-3 (D)	77	V	10.0	12.0	2.0	tonic of adjacent applied chord(s)	0.67	Duration: 2.0<br>Local harmony: V(64)	6.7
K311-3 (D)	78	II	46.0	47.0	1.0	tonic of adjacent applied chord(s)	0.34	Duration: 1.0<br>Local harmony: V	3.3
K311-3 (D)	79	I	51.0	51.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: IV	0.7
K311-3 (D)	80	vi	51.2	51.4	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: ii	0.7
K311-3 (D)	81	II	54.0	54.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: V2	0.7
K311-3 (D)	82	I	55.0	55.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: IV	0.7
K311-3 (D)	83	V	88.0	90.0	2.0	tonic of adjacent applied chord(s)	0.67	Duration: 2.0<br>Local harmony: V(64)	6.7
K311-3 (D)	84	V	96.0	98.0	2.0	tonic of adjacent applied chord(s)	0.67	Duration: 2.0<br>Local harmony: V(#4)	6.7
K311-3 (D)	85	ii	113.0	113.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: vii%65	0.7
K311-3 (D)	86	ii	114.0	115.0	1.0	tonic of adjacent applied chord(s)	0.34	Duration: 1.0<br>Local harmony: vi	3.3
K311-3 (D)	87	ii	129.1	129.4	0.3	tonic of adjacent applied chord(s)	0.1	Duration: 0.3<br>Local harmony: iv	1.0
K311-3 (D)	88	I	130.0	131.0	1.0	tonic of adjacent applied chord(s)	0.34	Duration: 1.0<br>Local harmony: III(4)	3.3
K311-3 (D)	89	ii	134.2	134.2	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: iv	0.0
K311-3 (D)	90	I	134.4	135.0	0.6	tonic of adjacent applied chord(s)	0.2	Duration: 0.6<br>Local harmony: III	2.0
K311-3 (D)	91	v	136.2	136.2	0.0	tonic of adjacent applied chord(s)	0.0	Duration: 0.0<br>Local harmony: ii	0.0
K311-3 (D)	92	I	145.0	145.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: V	0.7
K311-3 (D)	93	I	153.0	154.0	1.0	tonic of adjacent applied chord(s)	0.34	Duration: 1.0<br>Local harmony: V	3.3
K311-3 (D)	94	ii	158.0	159.2	1.2	tonic of adjacent applied chord(s)	0.4	Duration: 1.2<br>Local harmony: vi	4.0
K311-3 (D)	95	V	165.0	165.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: V	0.7
K311-3 (D)	96	V	165.4	167.2	1.8	tonic of adjacent applied chord(s)	0.6	Duration: 1.8<br>Local harmony: V7	6.0
K311-3 (D)	97	V	168.0	169.0	1.0	tonic of adjacent applied chord(s)	0.34	Duration: 1.0<br>Local harmony: V[V	3.3
K311-3 (D)	98	V	170.0	170.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: V7	0.7
K311-3 (D)	99	V	175.0	177.0	2.0	tonic of adjacent applied chord(s)	0.67	Duration: 2.0<br>Local harmony: V(64)	6.7
K311-3 (D)	100	V	183.0	185.0	2.0	tonic of adjacent applied chord(s)	0.67	Duration: 2.0<br>Local harmony: V(64)	6.7
K311-3 (D)	101	IV	197.0	198.0	1.0	tonic of adjacent applied chord(s)	0.34	Duration: 1.0<br>Local harmony: IV	3.3
K311-3 (D)	102	IV	199.0	200.0	1.0	tonic of adjacent applied chord(s)	0.34	Duration: 1.0<br>Local harmony: IV	3.3
K311-3 (D)	103	ii	201.0	202.0	1.0	tonic of adjacent applied chord(s)	0.34	Duration: 1.0<br>Local harmony: ii	3.3
K311-3 (D)	104	V	211.0	212.0	1.0	tonic of adjacent applied chord(s)	0.34	Duration: 1.0<br>Local harmony: V	3.3
K311-3 (D)	105	IV	216.0	216.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: IV	0.7
K311-3 (D)	106	V	219.0	219.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: V2	0.7
K311-3 (D)	107	IV	220.0	220.2	0.2	tonic of adjacent applied chord(s)	0.07	Duration: 0.2<br>Local harmony: IV	0.7
K311-3 (D)	108	V	250.0	252.0	2.0	tonic of adjacent applied chord(s)	0.67	Duration: 2.0<br>Local harmony: V(64)	6.7
K330-1 (C)	0	I	1.0	16.4	15.4	local	9.36	Duration: 15.4	70.5
K330-1 (C)	1	IV	16.4	16.5	0.1	applied	0.06	Duration: 0.1<br>In local context: IV	0.0
K330-1 (C)	2	I	16.5	19.0	2.5	local	1.52	Duration: 2.5	11.1
K330-1 (C)	3	V	19.0	31.2	12.2	local	7.41	Duration: 12.2	55.8
K330-1 (C)	4	iii	31.2	31.8	0.6	applied	0.36	Duration: 0.6<br>In local context: vi	2.3
K330-1 (C)	5	V	31.8	37.8	6.0	local	3.65	Duration: 6.0	27.2
K330-1 (C)	6	II	37.8	38.0	0.2	applied	0.12	Duration: 0.2<br>In local context: V	0.5
K330-1 (C)	7	V	38.0	59.8	21.8	local	13.24	Duration: 21.8	100.0
K330-1 (C)	8	I	59.8	60.0	0.2	applied	0.12	Duration: 0.2<br>In local context: IV	0.5
K330-1 (C)	9	V	60.0	60.8	0.8	local	0.49	Duration: 0.8	3.2
K330-1 (C)	10	vi	60.8	61.0	0.2	applied	0.12	Duration: 0.2<br>In local context: ii	0.5
K330-1 (C)	11	V	61.0	68.0	7.0	local	4.25	Duration: 7.0	31.8
K330-1 (C)	12	I	68.0	69.0	1.0	applied	0.61	Duration: 1.0<br>In local context: IV	4.1
K330-1 (C)	13	vi	69.0	71.0	2.0	applied	1.22	Duration: 2.0<br>In local context: ii	8.8
K330-1 (C)	14	V	71.0	71.5	0.5	local	0.3	Duration: 0.5	1.8
K330-1 (C)	15	I	71.5	72.5	1.0	local	0.61	Duration: 1.0	4.1
K330-1 (C)	16	IV	72.5	73.0	0.5	applied	0.3	Duration: 0.5<br>In local context: IV	1.8
K330-1 (C)	17	I	73.0	74.0	1.0	local	0.61	Duration: 1.0	4.1
K330-1 (C)	18	ii	74.0	75.0	1.0	applied	0.61	Duration: 1.0<br>In local context: ii	4.1
K330-1 (C)	19	V	75.0	75.5	0.5	applied	0.3	Duration: 0.5<br>In local context: V	1.8
K330-1 (C)	20	I	75.5	78.0	2.5	local	1.52	Duration: 2.5	11.1
K330-1 (C)	21	V	78.0	79.0	1.0	applied	0.61	Duration: 1.0<br>In local context: V	4.1
K330-1 (C)	22	I	79.0	79.5	0.5	local	0.3	Duration: 0.5	1.8
K330-1 (C)	23	V	79.5	79.9	0.4	applied	0.24	Duration: 0.4<br>In local context: V	1.4
K330-1 (C)	24	I	79.9	81.5	1.6	local	0.97	Duration: 1.6	6.9
K330-1 (C)	25	V	81.5	81.8	0.3	applied	0.18	Duration: 0.3<br>In local context: V	0.9
K330-1 (C)	26	I	81.8	82.8	1.0	local	0.61	Duration: 1.0	4.1
K330-1 (C)	27	V	82.8	83.0	0.2	applied	0.12	Duration: 0.2<br>In local context: V	0.5
K330-1 (C)	28	I	83.0	84.4	1.4	local	0.85	Duration: 1.4	6.0
K330-1 (C)	29	II	84.4	84.5	0.1	applied	0.06	Duration: 0.1<br>In local context: II	0.0
K330-1 (C)	30	I	84.5	84.9	0.4	local	0.24	Duration: 0.4	1.4
K330-1 (C)	31	ii	84.9	85.0	0.1	applied	0.06	Duration: 0.1<br>In local context: ii	0.0
K330-1 (C)	32	I	85.0	85.4	0.4	local	0.24	Duration: 0.4	1.4
K330-1 (C)	33	ii	85.4	85.5	0.1	applied	0.06	Duration: 0.1<br>In local context: ii	0.0
K330-1 (C)	34	I	85.5	103.4	17.9	local	10.87	Duration: 17.9	82.0
K330-1 (C)	35	IV	103.4	103.5	0.1	applied	0.06	Duration: 0.1<br>In local context: IV	0.0
K330-1 (C)	36	I	103.5	108.0	4.5	local	2.73	Duration: 4.5	20.3
K330-1 (C)	37	V	108.0	109.0	1.0	applied	0.61	Duration: 1.0<br>In local context: V	4.1
K330-1 (C)	38	I	109.0	118.2	9.2	local	5.59	Duration: 9.2	41.9
K330-1 (C)	39	vi	118.2	118.8	0.6	applied	0.36	Duration: 0.6<br>In local context: vi	2.3
K330-1 (C)	40	I	118.8	124.8	6.0	local	3.65	Duration: 6.0	27.2
K330-1 (C)	41	V	124.8	125.0	0.2	applied	0.12	Duration: 0.2<br>In local context: V	0.5
K330-1 (C)	42	I	125.0	146.4	21.4	local	13.0	Duration: 21.4	98.2
K330-1 (C)	43	IV	146.4	146.5	0.1	applied	0.06	Duration: 0.1<br>In local context: IV	0.0
K330-1 (C)	44	I	146.5	146.8	0.3	local	0.18	Duration: 0.3	0.9
K330-1 (C)	45	ii	146.8	147.0	0.2	applied	0.12	Duration: 0.2<br>In local context: ii	0.5
K330-1 (C)	46	I	147.0	147.4	0.4	local	0.24	Duration: 0.4	1.4
K330-1 (C)	47	ii	147.4	147.5	0.1	applied	0.06	Duration: 0.1<br>In local context: ii	0.0
K330-1 (C)	48	I	147.5	151.0	3.5	local	2.13	Duration: 3.5	15.7
K330-1 (C)	49	IV	16.5	17.0	0.5	tonic of adjacent applied chord(s)	0.3	Duration: 0.5<br>Local harmony: IV6	1.8
K330-1 (C)	50	iii	31.8	32.0	0.2	tonic of adjacent applied chord(s)	0.12	Duration: 0.2<br>Local harmony: vi	0.5
K330-1 (C)	51	II	38.0	39.0	1.0	tonic of adjacent applied chord(s)	0.61	Duration: 1.0<br>Local harmony: V(64)	4.1
K330-1 (C)	52	I	60.0	60.8	0.8	tonic of adjacent applied chord(s)	0.49	Duration: 0.8<br>Local harmony: IV	3.2
K330-1 (C)	53	vi	61.0	61.8	0.8	tonic of adjacent applied chord(s)	0.49	Duration: 0.8<br>Local harmony: ii6	3.2
K330-1 (C)	54	IV	73.0	74.0	1.0	tonic of adjacent applied chord(s)	0.61	Duration: 1.0<br>Local harmony: IV	4.1
K330-1 (C)	55	V	75.5	76.0	0.5	tonic of adjacent applied chord(s)	0.3	Duration: 0.5<br>Local harmony: V43	1.8
K330-1 (C)	56	V	79.0	79.5	0.5	tonic of adjacent applied chord(s)	0.3	Duration: 0.5<br>Local harmony: V[V\\	1.8
K330-1 (C)	57	V	81.0	81.5	0.5	tonic of adjacent applied chord(s)	0.3	Duration: 0.5<br>Local harmony: V	1.8
K330-1 (C)	58	V	81.8	82.0	0.2	tonic of adjacent applied chord(s)	0.12	Duration: 0.2<br>Local harmony: V7	0.5
K330-1 (C)	59	V	82.5	82.8	0.3	tonic of adjacent applied chord(s)	0.18	Duration: 0.3<br>Local harmony: V7]	0.9
K330-1 (C)	60	V	83.0	84.4	1.4	tonic of adjacent applied chord(s)	0.85	Duration: 1.4<br>Local harmony: V\\	6.0
K330-1 (C)	61	IV	103.5	104.0	0.5	tonic of adjacent applied chord(s)	0.3	Duration: 0.5<br>Local harmony: IV6	1.8
K330-1 (C)	62	V	107.0	108.0	1.0	tonic of adjacent applied chord(s)	0.61	Duration: 1.0<br>Local harmony: V(64)	4.1
K330-1 (C)	63	V	106.0	107.0	1.0	tonic of adjacent applied chord(s)	0.61	Duration: 1.0<br>Local harmony: V	4.1
K330-1 (C)	64	V	105.5	106.0	0.5	tonic of adjacent applied chord(s)	0.3	Duration: 0.5<br>Local harmony: V\\	1.8
K330-1 (C)	65	V	105.0	105.5	0.5	tonic of adjacent applied chord(s)	0.3	Duration: 0.5<br>Local harmony: V(64)	1.8
K330-1 (C)	66	V	109.0	109.8	0.8	tonic of adjacent applied chord(s)	0.49	Duration: 0.8<br>Local harmony: V2	3.2
K330-1 (C)	67	vi	118.8	119.0	0.2	tonic of adjacent applied chord(s)	0.12	Duration: 0.2<br>Local harmony: vi	0.5
K330-1 (C)	68	V	125.0	126.0	1.0	tonic of adjacent applied chord(s)	0.61	Duration: 1.0<br>Local harmony: V(64)	4.1
K330-1 (C)	69	IV	146.0	146.4	0.4	tonic of adjacent applied chord(s)	0.24	Duration: 0.4<br>Local harmony: IV	1.4
K330-1 (C)	70	IV	146.5	146.8	0.3	tonic of adjacent applied chord(s)	0.18	Duration: 0.3<br>Local harmony: IV	0.9
K330-1 (C)	71	ii	147.0	147.4	0.4	tonic of adjacent applied chord(s)	0.24	Duration: 0.4<br>Local harmony: ii	1.4
K330-1 (C)	72	ii	147.5	147.8	0.3	tonic of adjacent applied chord(s)	0.18	Duration: 0.3<br>Local harmony: ii	0.9
K330-2 (F)	0	I	0.0	3.7	3.7	local	5.13	Duration: 3.7	53.8
K330-2 (F)	1	V	3.7	4.0	0.3	applied	0.42	Duration: 0.3<br>In local context: V	1.5
K330-2 (F)	2	I	4.0	5.0	1.0	local	1.39	Duration: 1.0	12.3
K330-2 (F)	3	V	5.0	9.0	4.0	local	5.55	Duration: 4.0	58.5
K330-2 (F)	4	ii	9.0	10.5	1.5	local	2.08	Duration: 1.5	20.0
K330-2 (F)	5	I	10.5	15.0	4.5	local	6.24	Duration: 4.5	66.2
K330-2 (F)	6	IV	15.0	16.0	1.0	applied	1.39	Duration: 1.0<br>In local context: IV	12.3
K330-2 (F)	7	I	16.0	20.5	4.5	local	6.24	Duration: 4.5	66.2
K330-2 (F)	8	i	20.5	26.0	5.5	local	7.63	Duration: 5.5	81.5
